Date,Open,High,Low,Close
2020-04-01 00:00:00+05:30,909.2669697341427,922.48699140052,879.6190738039891,903.6776123046875
2020-04-03 00:00:00+05:30,888.7565301107591,922.487103068948,868.0516154273663,908.052001953125
2020-04-07 00:00:00+05:30,942.8030586738347,1020.6652094947336,885.5485769997165,905.3300170898438
2020-04-08 00:00:00+05:30,908.8781588250558,938.0400248836138,884.5766037762576,904.6983032226562
2020-04-09 00:00:00+05:30,916.6546385337075,921.5149494485204,890.749157625768,900.955810546875
2020-04-13 00:00:00+05:30,904.0178651622272,907.9061140446454,872.4258429925795,881.8548583984375
2020-04-15 00:00:00+05:30,889.4368934387521,908.2949234359977,875.8280229380499,890.2631225585938
2020-04-16 00:00:00+05:30,889.242569008043,902.1223943213148,873.8354054784961,875.0018920898438
2020-04-17 00:00:00+05:30,892.7418987842015,906.9339823864515,888.270377313792,899.060302734375
2020-04-20 00:00:00+05:30,910.1417831915829,945.573460581285,875.1961368790237,881.4173583984375
2020-04-21 00:00:00+05:30,874.8559242790142,903.0457262835602,862.7537387938282,869.5095825195312
2020-04-22 00:00:00+05:30,875.6822314244763,896.0469468987602,862.267784589067,882.6810913085938
2020-04-23 00:00:00+05:30,879.7162014095209,896.1926658875481,871.1620667866694,876.6055908203125
2020-04-24 00:00:00+05:30,876.6057711885092,881.2230671183261,865.1354479025377,868.4890747070312
2020-04-27 00:00:00+05:30,874.8560023536555,881.6604379275173,855.4633491021556,858.671142578125
2020-04-28 00:00:00+05:30,867.5655720847259,881.1258525564143,843.7500465765177,848.9992065429688
2020-04-29 00:00:00+05:30,856.3867148974874,866.8363825310266,850.5543422648144,855.5604858398438
2020-04-30 00:00:00+05:30,874.856002642157,887.638644634972,865.2325628811054,875.390625
2020-05-04 00:00:00+05:30,869.9956751439028,869.9956751439028,845.6941199722853,854.9287109375
2020-05-05 00:00:00+05:30,873.5969907758399,875.7961329285481,850.3838236083639,853.462646484375
2020-05-06 00:00:00+05:30,851.3123173656902,867.8791993075324,846.4741929535705,849.8950805664062
2020-05-07 00:00:00+05:30,844.9592273070081,852.2897006497525,836.6513575185644,839.0948486328125
2020-05-08 00:00:00+05:30,844.4216079738151,848.8198916501761,821.9903492932654,827.4637451171875
2020-05-11 00:00:00+05:30,830.3960464566998,852.2897520222427,827.4149990487408,847.3050537109375
2020-05-12 00:00:00+05:30,840.5609933199457,840.9030582340775,830.7870282813417,832.7418212890625
2020-05-13 00:00:00+05:30,849.1131962619222,856.9812260343045,832.7418051397499,836.309326171875
2020-05-14 00:00:00+05:30,821.0618998964837,844.4705574894832,814.1712666536338,817.201171875
2020-05-15 00:00:00+05:30,821.0130737792393,826.8774528776624,802.4425399675661,804.1041259765625
2020-05-18 00:00:00+05:30,804.1040825670553,809.5774789012163,779.0338394124923,781.7216796875
2020-05-19 00:00:00+05:30,800.4389005295404,800.4389005295404,762.3692937380497,766.767578125
2020-05-20 00:00:00+05:30,771.0680900246923,771.0680900246923,755.5274624712796,756.846923828125
2020-05-21 00:00:00+05:30,756.5049051181123,781.9172145923641,728.795737688215,732.8030395507812
2020-05-22 00:00:00+05:30,733.0473196779324,741.6972541879145,712.5219947269502,713.5971069335938
2020-05-26 00:00:00+05:30,720.6343802753589,732.0699305067739,706.9508301724286,709.5409545898438
2020-05-27 00:00:00+05:30,718.3863565447267,724.2507349655,705.680203299718,719.9990844726562
2020-05-28 00:00:00+05:30,725.1793384440035,754.5500910680695,720.5855630050961,723.1267700195312
2020-05-29 00:00:00+05:30,724.2508902070824,736.8593303765532,722.2960969811525,727.4274291992188
2020-06-01 00:00:00+05:30,739.8890823906223,815.14860596272,737.3478755867685,802.8334350585938
2020-06-02 00:00:00+05:30,809.675159683747,825.4112170464549,798.8260244123708,806.2542724609375
2020-06-03 00:00:00+05:30,811.2390418214056,824.824876143042,806.3520596417586,816.956787109375
2020-06-04 00:00:00+05:30,817.103434049869,823.4565109892519,810.2616588843797,816.1260375976562
